Run,Top_K,Method,Model,Accuracy,F1,ROC_AUC
20,20,ANOVA,LR,0.9875,0.98989898989899,1.0
20,20,ANOVA,RF,1.0,1.0,1.0
20,20,ANOVA,XGB,1.0,1.0,1.0
20,20,DODA,LR,0.9875,0.98989898989899,1.0
20,20,DODA,RF,1.0,1.0,1.0
20,20,DODA,XGB,1.0,1.0,1.0
21,5,ANOVA,LR,0.95,0.9591836734693877,0.99
21,5,ANOVA,RF,0.975,0.98,0.9973333333333333
21,5,ANOVA,XGB,0.975,0.98,0.9976666666666666
21,5,DODA,LR,0.8875,0.9010989010989011,0.9893333333333334
21,5,DODA,RF,0.9,0.9130434782608695,0.9893333333333333
21,5,DODA,XGB,0.95,0.9591836734693877,0.9886666666666667
21,10,ANOVA,LR,0.975,0.9795918367346939,0.9993333333333333
21,10,ANOVA,RF,0.975,0.98,0.998
21,10,ANOVA,XGB,0.9625,0.9696969696969697,0.9946666666666667
21,10,DODA,LR,0.975,0.9795918367346939,0.9993333333333333
21,10,DODA,RF,0.975,0.98,0.998
21,10,DODA,XGB,0.9625,0.9696969696969697,0.9953333333333333
21,15,ANOVA,LR,0.9625,0.9690721649484536,1.0
21,15,ANOVA,RF,0.975,0.98,0.998
21,15,ANOVA,XGB,0.975,0.98,0.9966666666666667
21,15,DODA,LR,0.975,0.9795918367346939,1.0
21,15,DODA,RF,0.9875,0.98989898989899,0.9993333333333334
21,15,DODA,XGB,0.9875,0.98989898989899,0.9993333333333333
21,20,ANOVA,LR,1.0,1.0,1.0
21,20,ANOVA,RF,0.9875,0.98989898989899,0.9993333333333333
21,20,ANOVA,XGB,0.975,0.98,0.998
21,20,DODA,LR,1.0,1.0,1.0
21,20,DODA,RF,0.975,0.98,0.9993333333333333
21,20,DODA,XGB,0.975,0.98,0.9986666666666667
22,5,ANOVA,LR,1.0,1.0,1.0
22,5,ANOVA,RF,1.0,1.0,1.0
22,5,ANOVA,XGB,0.9875,0.98989898989899,0.9993333333333333
22,5,DODA,LR,0.9625,0.9690721649484536,0.989
22,5,DODA,RF,0.9625,0.9696969696969697,0.9863333333333334
22,5,DODA,XGB,0.9625,0.9696969696969697,0.9896666666666667
22,10,ANOVA,LR,0.9875,0.98989898989899,1.0
22,10,ANOVA,RF,1.0,1.0,1.0
22,10,ANOVA,XGB,0.9875,0.98989898989899,0.9993333333333333
22,10,DODA,LR,0.9875,0.98989898989899,1.0
22,10,DODA,RF,0.9875,0.98989898989899,1.0
22,10,DODA,XGB,0.975,0.98,0.998
22,15,ANOVA,LR,0.9875,0.98989898989899,1.0
22,15,ANOVA,RF,1.0,1.0,1.0
22,15,ANOVA,XGB,0.9875,0.98989898989899,0.9993333333333333
22,15,DODA,LR,0.9875,0.98989898989899,1.0
22,15,DODA,RF,1.0,1.0,1.0
22,15,DODA,XGB,1.0,1.0,1.0
22,20,ANOVA,LR,0.975,0.9795918367346939,1.0
22,20,ANOVA,RF,1.0,1.0,1.0
22,20,ANOVA,XGB,1.0,1.0,1.0
22,20,DODA,LR,0.975,0.9795918367346939,1.0
22,20,DODA,RF,1.0,1.0,1.0
22,20,DODA,XGB,1.0,1.0,1.0
23,5,ANOVA,LR,0.9875,0.9900990099009901,0.9993333333333333
23,5,ANOVA,RF,0.9875,0.9900990099009901,0.9993333333333333
23,5,ANOVA,XGB,0.9875,0.9900990099009901,0.9993333333333334
23,5,DODA,LR,0.975,0.9795918367346939,0.9993333333333333
23,5,DODA,RF,0.975,0.9795918367346939,0.9993333333333333
23,5,DODA,XGB,0.9875,0.9900990099009901,0.9993333333333334
23,10,ANOVA,LR,0.9875,0.98989898989899,1.0
23,10,ANOVA,RF,1.0,1.0,1.0
23,10,ANOVA,XGB,0.9875,0.9900990099009901,1.0
23,10,DODA,LR,0.9875,0.98989898989899,1.0
23,10,DODA,RF,1.0,1.0,1.0
23,10,DODA,XGB,1.0,1.0,1.0
23,15,ANOVA,LR,1.0,1.0,1.0
23,15,ANOVA,RF,1.0,1.0,1.0
23,15,ANOVA,XGB,1.0,1.0,1.0
23,15,DODA,LR,1.0,1.0,1.0
23,15,DODA,RF,1.0,1.0,1.0
23,15,DODA,XGB,1.0,1.0,1.0
23,20,ANOVA,LR,0.9875,0.98989898989899,1.0
23,20,ANOVA,RF,1.0,1.0,1.0
23,20,ANOVA,XGB,1.0,1.0,1.0
23,20,DODA,LR,0.9875,0.98989898989899,1.0
23,20,DODA,RF,1.0,1.0,1.0
23,20,DODA,XGB,1.0,1.0,1.0
24,5,ANOVA,LR,0.9875,0.9900990099009901,1.0
24,5,ANOVA,RF,1.0,1.0,0.9999999999999999
24,5,ANOVA,XGB,0.975,0.98,0.9993333333333333
24,5,DODA,LR,0.975,0.9795918367346939,0.9949999999999999
24,5,DODA,RF,0.9625,0.9696969696969697,0.997
24,5,DODA,XGB,0.9875,0.9900990099009901,0.9983333333333333
24,10,ANOVA,LR,1.0,1.0,1.0
24,10,ANOVA,RF,0.9875,0.9900990099009901,0.9986666666666666
24,10,ANOVA,XGB,0.975,0.98,0.9973333333333333
24,10,DODA,LR,1.0,1.0,1.0
24,10,DODA,RF,0.9875,0.9900990099009901,0.9986666666666666
24,10,DODA,XGB,0.975,0.98,0.9973333333333334
24,15,ANOVA,LR,0.9875,0.98989898989899,1.0
24,15,ANOVA,RF,0.9875,0.9900990099009901,0.9993333333333334
24,15,ANOVA,XGB,0.975,0.98,0.9946666666666667
24,15,DODA,LR,1.0,1.0,1.0
24,15,DODA,RF,0.9875,0.9900990099009901,0.9993333333333333
24,15,DODA,XGB,0.975,0.98,0.9973333333333334
24,20,ANOVA,LR,1.0,1.0,1.0
24,20,ANOVA,RF,0.9875,0.9900990099009901,0.9993333333333333
24,20,ANOVA,XGB,0.975,0.98,0.9973333333333334
24,20,DODA,LR,1.0,1.0,1.0
24,20,DODA,RF,0.9875,0.9900990099009901,0.9993333333333334
24,20,DODA,XGB,0.975,0.98,0.9973333333333333
25,5,ANOVA,LR,0.95,0.9591836734693877,0.99
25,5,ANOVA,RF,0.9875,0.9900990099009901,0.9986666666666668
25,5,ANOVA,XGB,0.975,0.98,0.9993333333333333
25,5,DODA,LR,0.9875,0.98989898989899,0.9993333333333333
25,5,DODA,RF,0.9875,0.9900990099009901,0.9993333333333334
25,5,DODA,XGB,0.9625,0.9696969696969697,0.9986666666666666
25,10,ANOVA,LR,1.0,1.0,1.0
25,10,ANOVA,RF,0.9875,0.9900990099009901,1.0
25,10,ANOVA,XGB,0.9875,0.9900990099009901,0.9993333333333333
25,10,DODA,LR,1.0,1.0,1.0
25,10,DODA,RF,0.9875,0.9900990099009901,1.0
25,10,DODA,XGB,0.975,0.98,0.9993333333333333
25,15,ANOVA,LR,1.0,1.0,1.0
25,15,ANOVA,RF,1.0,1.0,1.0
25,15,ANOVA,XGB,0.975,0.98,0.998
25,15,DODA,LR,1.0,1.0,1.0
25,15,DODA,RF,1.0,1.0,1.0
25,15,DODA,XGB,0.9875,0.98989898989899,1.0
25,20,ANOVA,LR,1.0,1.0,1.0
25,20,ANOVA,RF,1.0,1.0,1.0
25,20,ANOVA,XGB,0.9875,0.98989898989899,1.0
25,20,DODA,LR,1.0,1.0,1.0
25,20,DODA,RF,1.0,1.0,1.0
25,20,DODA,XGB,0.9875,0.98989898989899,1.0
