Method,Top_K,Model,Fold,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
ANOVA,13,Random Forest,3,0.819672131147541,0.8148148148148148,0.7857142857142857,0.8,0.9074675324675324,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,Random Forest,4,0.7833333333333333,0.7692307692307693,0.7407407407407407,0.7547169811320755,0.8973063973063973,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,Random Forest,5,0.85,0.9130434782608695,0.75,0.8235294117647058,0.9202008928571429,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,XGBoost,1,0.8360655737704918,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.9199134199134199,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,XGBoost,2,0.8032786885245902,0.7666666666666667,0.8214285714285714,0.7931034482758621,0.8668831168831169,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,XGBoost,3,0.8360655737704918,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8971861471861472,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,XGBoost,4,0.8333333333333334,0.84,0.7777777777777778,0.8076923076923077,0.8877665544332211,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
ANOVA,13,XGBoost,5,0.8333333333333334,0.9090909090909091,0.7142857142857143,0.8,0.8872767857142858,"age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal"
DODA,5,Logistic Regression,1,0.8852459016393442,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.9312770562770563,"thal, exang, ca, oldpeak, cp"
DODA,5,Logistic Regression,2,0.819672131147541,0.8695652173913043,0.7142857142857143,0.7843137254901961,0.8820346320346321,"thal, ca, oldpeak, exang, thalach"
