Top_K,Mean_Jaccard,Std_Jaccard,Min_Jaccard,Max_Jaccard
5,0.8787301587301588,0.1648272133890532,0.42857142857142855,1.0
8,0.7769966329966329,0.11305763976453338,0.45454545454545453,1.0
10,0.8934343434343434,0.09606533071872056,0.6666666666666666,1.0
13,1.0,0.0,1.0,1.0
