Top_K,Run,Selected_Features
10,18,"['cp', 'ca', 'thal', 'oldpeak', 'thalach', 'age', 'chol', 'exang', 'trestbps', 'slope']"
10,19,"['thal', 'ca', 'oldpeak', 'cp', 'thalach', 'age', 'exang', 'trestbps', 'chol', 'slope']"
10,20,"['cp', 'thal', 'ca', 'oldpeak', 'thalach', 'exang', 'trestbps', 'age', 'chol', 'slope']"
10,21,"['thal', 'ca', 'cp', 'oldpeak', 'thalach', 'age', 'trestbps', 'chol', 'exang', 'slope']"
10,22,"['cp', 'oldpeak', 'ca', 'thalach', 'thal', 'age', 'exang', 'trestbps', 'chol', 'slope']"
10,23,"['thal', 'cp', 'ca', 'oldpeak', 'thalach', 'trestbps', 'age', 'exang', 'chol', 'slope']"
10,24,"['thal', 'thalach', 'ca', 'oldpeak', 'cp', 'age', 'exang', 'trestbps', 'chol', 'slope']"
10,25,"['cp', 'thal', 'ca', 'thalach', 'oldpeak', 'age', 'trestbps', 'exang', 'slope', 'chol']"
13,1,"['cp', 'thalach', 'thal', 'ca', 'oldpeak', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,2,"['thal', 'thalach', 'ca', 'cp', 'oldpeak', 'age', 'trestbps', 'exang', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,3,"['cp', 'ca', 'thal', 'thalach', 'oldpeak', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,4,"['thal', 'oldpeak', 'ca', 'cp', 'age', 'thalach', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,5,"['thal', 'cp', 'ca', 'thalach', 'oldpeak', 'age', 'chol', 'exang', 'trestbps', 'slope', 'restecg', 'sex', 'fbs']"
13,6,"['cp', 'thal', 'ca', 'thalach', 'age', 'oldpeak', 'chol', 'exang', 'trestbps', 'slope', 'restecg', 'sex', 'fbs']"
13,7,"['thal', 'oldpeak', 'ca', 'cp', 'age', 'thalach', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,8,"['cp', 'ca', 'thal', 'oldpeak', 'thalach', 'age', 'trestbps', 'exang', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,9,"['ca', 'thal', 'cp', 'thalach', 'oldpeak', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,10,"['cp', 'thal', 'oldpeak', 'thalach', 'ca', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,11,"['cp', 'thalach', 'thal', 'ca', 'oldpeak', 'age', 'trestbps', 'exang', 'chol', 'slope', 'sex', 'restecg', 'fbs']"
13,12,"['oldpeak', 'thalach', 'thal', 'ca', 'cp', 'age', 'trestbps', 'chol', 'exang', 'slope', 'restecg', 'sex', 'fbs']"
13,13,"['cp', 'ca', 'thal', 'oldpeak', 'trestbps', 'thalach', 'age', 'exang', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,14,"['cp', 'ca', 'thal', 'oldpeak', 'thalach', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,15,"['cp', 'thal', 'ca', 'thalach', 'oldpeak', 'age', 'trestbps', 'chol', 'exang', 'slope', 'restecg', 'sex', 'fbs']"
13,16,"['thal', 'cp', 'thalach', 'ca', 'age', 'oldpeak', 'trestbps', 'chol', 'exang', 'slope', 'restecg', 'sex', 'fbs']"
13,17,"['cp', 'oldpeak', 'ca', 'thalach', 'age', 'thal', 'chol', 'trestbps', 'exang', 'slope', 'restecg', 'sex', 'fbs']"
13,18,"['cp', 'ca', 'thal', 'oldpeak', 'thalach', 'age', 'chol', 'exang', 'trestbps', 'slope', 'restecg', 'sex', 'fbs']"
13,19,"['thal', 'ca', 'oldpeak', 'cp', 'thalach', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,20,"['cp', 'thal', 'ca', 'oldpeak', 'thalach', 'exang', 'trestbps', 'age', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,21,"['thal', 'ca', 'cp', 'oldpeak', 'thalach', 'age', 'trestbps', 'chol', 'exang', 'slope', 'restecg', 'sex', 'fbs']"
13,22,"['cp', 'oldpeak', 'ca', 'thalach', 'thal', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,23,"['thal', 'cp', 'ca', 'oldpeak', 'thalach', 'trestbps', 'age', 'exang', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,24,"['thal', 'thalach', 'ca', 'oldpeak', 'cp', 'age', 'exang', 'trestbps', 'chol', 'slope', 'restecg', 'sex', 'fbs']"
13,25,"['cp', 'thal', 'ca', 'thalach', 'oldpeak', 'age', 'trestbps', 'exang', 'slope', 'chol', 'restecg', 'sex', 'fbs']"
