Run,Top_K,Method,Model,Accuracy,F1,ROC_AUC
23,5,DODA,XGB,1.0,1.0,1.0
23,10,ANOVA,LR,1.0,1.0,1.0
23,10,ANOVA,RF,1.0,1.0,1.0
23,10,ANOVA,XGB,1.0,1.0,1.0
23,10,DODA,LR,1.0,1.0,1.0
23,10,DODA,RF,1.0,1.0,1.0
23,10,DODA,XGB,1.0,1.0,1.0
23,15,ANOVA,LR,1.0,1.0,1.0
23,15,ANOVA,RF,1.0,1.0,1.0
23,15,ANOVA,XGB,1.0,1.0,1.0
23,15,DODA,LR,1.0,1.0,1.0
23,15,DODA,RF,1.0,1.0,1.0
23,15,DODA,XGB,1.0,1.0,1.0
23,20,ANOVA,LR,1.0,1.0,1.0
23,20,ANOVA,RF,1.0,1.0,1.0
23,20,ANOVA,XGB,1.0,1.0,1.0
23,20,DODA,LR,1.0,1.0,1.0
23,20,DODA,RF,1.0,1.0,1.0
23,20,DODA,XGB,1.0,1.0,1.0
24,5,ANOVA,LR,1.0,1.0,1.0
24,5,ANOVA,RF,1.0,1.0,1.0
24,5,ANOVA,XGB,1.0,1.0,1.0
24,5,DODA,LR,1.0,1.0,1.0
24,5,DODA,RF,1.0,1.0,1.0
24,5,DODA,XGB,1.0,1.0,1.0
24,10,ANOVA,LR,1.0,1.0,1.0
24,10,ANOVA,RF,1.0,1.0,1.0
24,10,ANOVA,XGB,1.0,1.0,1.0
24,10,DODA,LR,1.0,1.0,1.0
24,10,DODA,RF,1.0,1.0,1.0
24,10,DODA,XGB,1.0,1.0,1.0
24,15,ANOVA,LR,1.0,1.0,1.0
24,15,ANOVA,RF,1.0,1.0,1.0
24,15,ANOVA,XGB,1.0,1.0,1.0
24,15,DODA,LR,1.0,1.0,1.0
24,15,DODA,RF,1.0,1.0,1.0
24,15,DODA,XGB,1.0,1.0,1.0
24,20,ANOVA,LR,1.0,1.0,1.0
24,20,ANOVA,RF,1.0,1.0,1.0
24,20,ANOVA,XGB,1.0,1.0,1.0
24,20,DODA,LR,1.0,1.0,1.0
24,20,DODA,RF,1.0,1.0,1.0
24,20,DODA,XGB,1.0,1.0,1.0
25,5,ANOVA,LR,0.967741935483871,0.9333333333333333,1.0
25,5,ANOVA,RF,1.0,1.0,1.0
25,5,ANOVA,XGB,0.967741935483871,0.9333333333333333,1.0
25,5,DODA,LR,1.0,1.0,1.0
25,5,DODA,RF,0.967741935483871,0.9333333333333333,1.0
25,5,DODA,XGB,0.967741935483871,0.9333333333333333,1.0
25,10,ANOVA,LR,1.0,1.0,1.0
25,10,ANOVA,RF,1.0,1.0,1.0
25,10,ANOVA,XGB,0.967741935483871,0.9333333333333333,1.0
25,10,DODA,LR,1.0,1.0,1.0
25,10,DODA,RF,0.967741935483871,0.9333333333333333,1.0
25,10,DODA,XGB,0.967741935483871,0.9333333333333333,1.0
25,15,ANOVA,LR,1.0,1.0,1.0
25,15,ANOVA,RF,1.0,1.0,1.0
25,15,ANOVA,XGB,0.967741935483871,0.9333333333333333,1.0
25,15,DODA,LR,1.0,1.0,1.0
25,15,DODA,RF,1.0,1.0,1.0
25,15,DODA,XGB,0.967741935483871,0.9333333333333333,1.0
25,20,ANOVA,LR,1.0,1.0,1.0
25,20,ANOVA,RF,1.0,1.0,1.0
25,20,ANOVA,XGB,0.967741935483871,0.9333333333333333,1.0
25,20,DODA,LR,1.0,1.0,1.0
25,20,DODA,RF,1.0,1.0,1.0
25,20,DODA,XGB,0.967741935483871,0.9333333333333333,1.0
