Run,Top_K,Method,Model,Accuracy,F1,ROC_AUC
21,15,ANOVA,XGB,1.0,1.0,1.0
21,15,DODA,LR,0.96875,0.9411764705882353,1.0
21,15,DODA,RF,1.0,1.0,1.0
21,15,DODA,XGB,1.0,1.0,1.0
21,20,ANOVA,LR,0.96875,0.9411764705882353,1.0
21,20,ANOVA,RF,1.0,1.0,1.0
21,20,ANOVA,XGB,1.0,1.0,1.0
21,20,DODA,LR,0.96875,0.9411764705882353,1.0
21,20,DODA,RF,1.0,1.0,1.0
21,20,DODA,XGB,1.0,1.0,1.0
22,5,ANOVA,LR,0.96875,0.9411764705882353,1.0
22,5,ANOVA,RF,0.96875,0.9411764705882353,1.0
22,5,ANOVA,XGB,0.96875,0.9411764705882353,1.0
22,5,DODA,LR,0.96875,0.9411764705882353,1.0
22,5,DODA,RF,0.96875,0.9411764705882353,1.0
22,5,DODA,XGB,0.96875,0.9411764705882353,1.0
22,10,ANOVA,LR,0.96875,0.9411764705882353,1.0
22,10,ANOVA,RF,0.96875,0.9411764705882353,1.0
22,10,ANOVA,XGB,0.96875,0.9411764705882353,1.0
22,10,DODA,LR,0.96875,0.9411764705882353,1.0
22,10,DODA,RF,1.0,1.0,1.0
22,10,DODA,XGB,0.96875,0.9411764705882353,1.0
22,15,ANOVA,LR,1.0,1.0,1.0
22,15,ANOVA,RF,1.0,1.0,1.0
22,15,ANOVA,XGB,0.96875,0.9411764705882353,1.0
22,15,DODA,LR,1.0,1.0,1.0
22,15,DODA,RF,1.0,1.0,1.0
22,15,DODA,XGB,0.96875,0.9411764705882353,1.0
22,20,ANOVA,LR,1.0,1.0,1.0
22,20,ANOVA,RF,1.0,1.0,1.0
22,20,ANOVA,XGB,0.96875,0.9411764705882353,0.9999999999999999
22,20,DODA,LR,0.96875,0.9411764705882353,1.0
22,20,DODA,RF,1.0,1.0,1.0
22,20,DODA,XGB,0.96875,0.9411764705882353,1.0
23,5,ANOVA,LR,1.0,1.0,1.0
23,5,ANOVA,RF,1.0,1.0,1.0
23,5,ANOVA,XGB,1.0,1.0,1.0
23,5,DODA,LR,1.0,1.0,1.0
23,5,DODA,RF,1.0,1.0,1.0
