Method,Top_K,Mean_Jaccard,Std_Jaccard,Minimum_Jaccard,Maximum_Jaccard
ANOVA,5,0.9491891891891892,0.1198347752157136,0.6666666666666666,1.0
ANOVA,10,1.0,0.0,1.0,1.0
ANOVA,15,1.0,0.0,1.0,1.0
ANOVA,20,0.9854826254826256,0.03423850720448959,0.9047619047619048,1.0
DODA,5,0.9502702702702702,0.11877968994351525,0.6666666666666666,1.0
DODA,10,1.0,0.0,1.0,1.0
DODA,15,1.0,0.0,1.0,1.0
DODA,20,0.9925868725868726,0.025520430570344924,0.9047619047619048,1.0
