Method,Top_K,Mean_Jaccard,Std_Jaccard,Minimum_Jaccard,Maximum_Jaccard
RF,5,0.7488803088803088,0.1717010191905576,0.42857142857142855,1.0
RF,10,0.8938574938574939,0.08963984311888668,0.8181818181818182,1.0
RF,15,0.9009856915739268,0.06194228047413157,0.7647058823529411,1.0
RF,20,0.9161811161811163,0.054776004278123236,0.8181818181818182,1.0
RF + DODA,5,0.7873359073359074,0.17088767864097745,0.42857142857142855,1.0
RF + DODA,10,1.0,0.0,1.0,1.0
RF + DODA,15,0.931939586645469,0.06293589100329,0.7647058823529411,1.0
RF + DODA,20,0.9536679536679538,0.047610231725679644,0.9047619047619048,1.0
