Method,Top_K,Model,Accuracy_Mean,Accuracy_STD,Precision_Mean,Precision_STD,Recall_Mean,Recall_STD,F1_Mean,F1_STD,ROC_AUC_Mean,ROC_AUC_STD
ANOVA,5,Logistic Regression,0.8500352991116724,0.0002824251259339617,0.540977792060029,0.004225850774643574,0.128814467365543,0.0034139868791970875,0.20805814359787766,0.004349733961877309,0.7877966980942226,0.0035877320757526773
ANOVA,5,Random Forest,0.8505974557446955,0.000692729817716883,0.5505955408766959,0.010242823352390653,0.12627870464741814,0.0038803705426238132,0.20541329707584421,0.00533917679664299,0.7852217804708215,0.0034328903880114833
ANOVA,5,XGBoost,0.851891724918317,0.0011807550403669632,0.5738145002236978,0.020025799250019426,0.12360037407622533,0.004796754704195253,0.20333502111840968,0.006781689592002834,0.7930778417719238,0.0033307102417281863
ANOVA,10,Logistic Regression,0.8496736027035171,0.0004289913751760931,0.5326072259077663,0.005777635712371097,0.14015444850749023,0.0014840998130385345,0.22190284544527422,0.0016664159320848547,0.8019634448667452,0.0032028450065668
ANOVA,10,Random Forest,0.8328743157929829,0.0006978767894957803,0.41207473999482547,0.004385567637360582,0.21731234187709472,0.005457098601319141,0.2845379353031411,0.00538362487793368,0.7498560295009928,0.0024882632642828904
ANOVA,10,XGBoost,0.8533210774642134,0.00112894614102238,0.5765534237763597,0.012650757126338024,0.15400194993726837,0.0063259700943073885,0.24305955801713713,0.00894898920313037,0.8106652496197766,0.002771930927461082
ANOVA,15,Logistic Regression,0.8500396576444743,0.0004538827890509559,0.5357517009080447,0.005556966299483231,0.14633736918392853,0.00284395938111299,0.22987122945404614,0.0036600613880957114,0.8055971944848525,0.003259830959144291
ANOVA,15,Random Forest,0.838726830143551,0.000585876562984665,0.43918472330248404,0.003572886882564494,0.1965412033840585,0.005038493225621742,0.27152495584873204,0.004897882884993525,0.7635709289610412,0.0030034949974736126
ANOVA,15,XGBoost,0.8536174090788071,0.0014008166143542643,0.5773080385323575,0.015448968191253592,0.15984299433081312,0.00755925820479118,0.2503428989703872,0.010649059750731184,0.814680427535426,0.0028062099170794927
ANOVA,20,Logistic Regression,0.8504013556668306,0.000701769544313769,0.5393361557976546,0.00855382022329039,0.15026931377551125,0.0023159304615569132,0.23503909466709022,0.0032098283075191994,0.8069670116735381,0.003007328761791181
ANOVA,20,Random Forest,0.8438646640907151,0.0010266128430294044,0.4711476345288229,0.009043989528288382,0.1703850801386063,0.00556903364922409,0.25024114109143974,0.0069298173650995665,0.7783432160894765,0.002306017648468211
ANOVA,20,XGBoost,0.8538004344128431,0.0010886236890142067,0.5783024263861505,0.012179892819934472,0.1627776174477984,0.005615162021777079,0.2540287002244147,0.0077907882735431516,0.8159944789420134,0.0026210909920133564
DODA,5,Logistic Regression,0.8500352991116724,0.0002824251259339617,0.540977792060029,0.004225850774643574,0.128814467365543,0.0034139868791970875,0.20805814359787766,0.004349733961877309,0.7877966980942226,0.0035877320757526773
DODA,5,Random Forest,0.8506018135178733,0.0006929404877408316,0.550668870212958,0.010280728378417626,0.12627870058843133,0.003834174201605276,0.2054184654600144,0.00526888640862391,0.7852147312336012,0.0034557108509840977
DODA,5,XGBoost,0.8517697055601815,0.0010647005684526689,0.5706344301840056,0.017259749963608614,0.12491106151029216,0.004509755260996846,0.20492088314570536,0.0065201856630899896,0.7930315222091355,0.0033502428505212743
DODA,10,Logistic Regression,0.849865346717358,0.0004682478760050106,0.5349420625821913,0.006239931828039212,0.140980728336477,0.002386359497940269,0.2231357331304765,0.0028963248192075386,0.8020398738858988,0.003182124853029017
DODA,10,Random Forest,0.8327915201915689,0.0013047926065460663,0.41306576481726076,0.006049584315444058,0.2212726669045233,0.004592053638711344,0.2881349972758097,0.003861420262001528,0.7476333501542058,0.0032821471034515104
DODA,10,XGBoost,0.8533385085569251,0.001307957057520474,0.576646320715987,0.015386075299665285,0.1543438546330696,0.0061406422479130226,0.24349802038114793,0.008913260664783615,0.8107849288587197,0.0027889102110426724
DODA,15,Logistic Regression,0.8498914925018486,0.0005238359871532161,0.5348190754932242,0.006859362985286134,0.14274730899321297,0.0024161138578740905,0.2253331394896258,0.0030288256307025095,0.8038680005842727,0.0031753723133727675
DODA,15,Random Forest,0.8394284285866978,0.0007676292714617666,0.4412081851618856,0.005754484689659533,0.1870530740939631,0.0036727831965717595,0.26271044707573654,0.004249141166502369,0.7644247210128389,0.003026596931592687
DODA,15,XGBoost,0.8531729136509296,0.0013103839654450735,0.5725913542981879,0.014536210322133697,0.1573926529903165,0.006935333204664099,0.24689856056424375,0.009856874559365894,0.8131181489493514,0.0027155344312403966
DODA,20,Logistic Regression,0.8504013556668306,0.000701769544313769,0.5393361557976546,0.00855382022329039,0.15026931377551125,0.0023159304615569132,0.23503909466709022,0.0032098283075191994,0.8069670116735381,0.003007328761791181
DODA,20,Random Forest,0.8431717730279658,0.0011066950296909326,0.4651990547018481,0.009762243724920728,0.16978680577626298,0.005917171433734756,0.24875048248111184,0.007403359454894385,0.7782075246220256,0.0022142426220257447
DODA,20,XGBoost,0.853948600694905,0.001283976412516834,0.5800491020900111,0.014646292932069087,0.16323349849350705,0.005838306738669654,0.2547544730053422,0.008297015689508398,0.8161112410237857,0.002601834233642289
