Method,Top_K,Model,Fold,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
DODA,15,Random Forest,3,0.8394596361259397,0.4404517453798768,0.18333333333333332,0.25890162945081474,0.7639871272707285,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,Random Forest,4,0.8405272905545267,0.44937351845580764,0.18903133903133904,0.2661185200040108,0.7630683247680032,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,Random Forest,5,0.838649932453044,0.43462059620596205,0.18278957116398348,0.257346304282419,0.7688331597881541,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, MentHlth, Smoker"
DODA,15,XGBoost,1,0.8541453317354831,0.5842405391394505,0.1605641829320416,0.2518998658918194,0.8144928609469619,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, Smoker, MentHlth"
DODA,15,XGBoost,2,0.8530776773068962,0.5706967213114754,0.15871206724604645,0.24835581317578864,0.8102110885185583,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,XGBoost,3,0.8510513127791699,0.5495689655172413,0.1452991452991453,0.2298332582244254,0.8115747638808732,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,XGBoost,4,0.8532301993681229,0.5725971370143149,0.15954415954415954,0.24955436720142601,0.8122020831615686,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,XGBoost,5,0.8543600470649758,0.5858534085084572,0.16284370993018948,0.2548494983277592,0.8171099482387951,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, MentHlth, Smoker"
DODA,20,Logistic Regression,1,0.8512256237062861,0.5493540051679586,0.15144607493945006,0.23743578289032835,0.8072297362995192,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Logistic Regression,2,0.8497657696916876,0.5313447927199191,0.14973642969083914,0.23363343336667777,0.8051279986717808,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Logistic Regression,3,0.850070813814141,0.5362545644235786,0.14643874643874644,0.2300548282421394,0.804521171480657,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, AnyHealthcare, Fruits"
DODA,20,Logistic Regression,4,0.8498529251552457,0.5321695760598504,0.151994301994302,0.23645429362880888,0.8059240443015363,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Logistic Regression,5,0.8510916459667931,0.5475578406169666,0.15173101581421855,0.23761713520749667,0.8120321076141974,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, MentHlth, Smoker, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Random Forest,1,0.844776119402985,0.4797219003476246,0.17694828323122952,0.2585345545378851,0.7805335300194476,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Random Forest,2,0.8436213095108399,0.46956856702619415,0.17367146317139193,0.2535621424856994,0.7775378046896095,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Random Forest,3,0.8430112212659331,0.4623830825538837,0.16196581196581197,0.23989872349403946,0.7770470662599279,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, AnyHealthcare, Fruits"
DODA,20,Random Forest,4,0.8418346225078984,0.45451084887704607,0.1700854700854701,0.24753809474448016,0.7754813990344537,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,Random Forest,5,0.8426155924521724,0.4598108747044917,0.16626300042741132,0.24421889714345507,0.7804378231066893,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, MentHlth, Smoker, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,XGBoost,1,0.8552129861640702,0.595116988809766,0.16669041173956403,0.2604340567612688,0.8169329713605982,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,XGBoost,2,0.8535352434905763,0.5747357825868143,0.16270123949280524,0.25360870530757273,0.8140302919503499,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,XGBoost,3,0.8521189672077568,0.5607087024491922,0.15327635327635328,0.2407428123951225,0.8139997526589167,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, AnyHealthcare, Fruits"
DODA,20,XGBoost,4,0.8537313432835821,0.575282000980873,0.16709401709401708,0.25896898112374434,0.8153539157757808,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
DODA,20,XGBoost,5,0.8551444633285397,0.5944020356234097,0.16640547086479557,0.26001780943900266,0.8202392733732832,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, MentHlth, Smoker, HvyAlcoholConsump, Veggies, Sex, Fruits, AnyHealthcare"
