Method,Top_K,Model,Fold,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
DODA,10,XGBoost,3,0.8511602571086175,0.5517241379310345,0.14358974358974358,0.2278738555442523,0.8092782312364305,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,XGBoost,4,0.8536659766859135,0.5789200415368639,0.15883190883190884,0.2492734182875028,0.8099527230421122,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,XGBoost,5,0.854251100361703,0.5880469583778015,0.15700242199743553,0.24783537613853593,0.8148792056837916,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,15,Logistic Regression,1,0.8506373243272688,0.545054945054945,0.14133067388516882,0.22445978051815815,0.8049551420415895,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, Smoker, MentHlth"
DODA,15,Logistic Regression,2,0.8496350364963504,0.5308900523560209,0.14446502350762216,0.22712509799529623,0.80135922023184,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,Logistic Regression,3,0.8494825144351237,0.5304017372421281,0.13917378917378917,0.22049198826450012,0.8017450811187146,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,Logistic Regression,4,0.8494607255692341,0.5290423861852434,0.144017094017094,0.22640241854215654,0.8023185808118285,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
DODA,15,Logistic Regression,5,0.8502418616812655,0.5387062566277837,0.14474996438239066,0.22818641212801796,0.8089619787173904,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, MentHlth, Smoker"
DODA,15,Random Forest,1,0.8397428913825036,0.4440745672436751,0.19005556347057986,0.2661877681332934,0.7655421464098571,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, Education, PhysActivity, CholCheck, Smoker, MentHlth"
DODA,15,Random Forest,2,0.8387623924174746,0.43752049852410624,0.19005556347057986,0.2649980135081446,0.7606928468274513,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income, PhysActivity, Education, CholCheck, Smoker, MentHlth"
