Run,Method,Top_K,Model,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
1,RF,5,Logistic Regression,0.9385964912280702,1.0,0.9014084507042254,0.9481481481481482,0.9977071732721913,"worst area, worst concave points, mean concave points, worst perimeter, worst radius"
1,RF,5,Random Forest,0.9385964912280702,0.9848484848484849,0.9154929577464789,0.948905109489051,0.9963969865705864,"worst area, worst concave points, mean concave points, worst perimeter, worst radius"
1,RF,5,XGBoost,0.9385964912280702,0.9848484848484849,0.9154929577464789,0.948905109489051,0.9967245332459875,"worst area, worst concave points, mean concave points, worst perimeter, worst radius"
1,RF + DODA,5,Logistic Regression,0.9385964912280702,1.0,0.9014084507042254,0.9481481481481482,0.9977071732721913,"worst area, worst concave points, worst perimeter, mean concave points, worst radius"
1,RF + DODA,5,Random Forest,0.9473684210526315,0.9850746268656716,0.9295774647887324,0.9565217391304348,0.9959056665574845,"worst area, worst concave points, worst perimeter, mean concave points, worst radius"
1,RF + DODA,5,XGBoost,0.9385964912280702,0.9848484848484849,0.9154929577464789,0.948905109489051,0.9967245332459875,"worst area, worst concave points, worst perimeter, mean concave points, worst radius"
1,RF,10,Logistic Regression,0.9473684210526315,1.0,0.9154929577464789,0.9558823529411765,0.9990173599737963,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error"
1,RF,10,Random Forest,0.956140350877193,0.9852941176470589,0.9436619718309859,0.9640287769784173,0.9970520799213888,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error"
1,RF,10,XGBoost,0.9473684210526315,0.9850746268656716,0.9295774647887324,0.9565217391304348,0.9973796265967901,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error"
1,RF + DODA,10,Logistic Regression,0.9298245614035088,1.0,0.8873239436619719,0.9402985074626866,0.99737962659679,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity"
1,RF + DODA,10,Random Forest,0.956140350877193,0.9852941176470589,0.9436619718309859,0.9640287769784173,0.9975433999344907,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity"
1,RF + DODA,10,XGBoost,0.956140350877193,0.9852941176470589,0.9436619718309859,0.9640287769784173,0.9963969865705863,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity"
1,RF,15,Logistic Regression,0.9385964912280702,0.9848484848484849,0.9154929577464789,0.948905109489051,0.99737962659679,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error, worst concavity, mean texture, worst texture, radius error, worst compactness"
1,RF,15,Random Forest,0.956140350877193,1.0,0.9295774647887324,0.9635036496350365,0.9970520799213888,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error, worst concavity, mean texture, worst texture, radius error, worst compactness"
1,RF,15,XGBoost,0.9649122807017544,0.9855072463768116,0.9577464788732394,0.9714285714285714,0.9967245332459875,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error, worst concavity, mean texture, worst texture, radius error, worst compactness"
1,RF + DODA,15,Logistic Regression,0.9385964912280702,0.9848484848484849,0.9154929577464789,0.948905109489051,0.99737962659679,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity, area error, worst compactness, worst texture, mean texture, mean compactness"
1,RF + DODA,15,Random Forest,0.956140350877193,1.0,0.9295774647887324,0.9635036496350365,0.9981984932852932,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity, area error, worst compactness, worst texture, mean texture, mean compactness"
1,RF + DODA,15,XGBoost,0.956140350877193,0.9852941176470589,0.9436619718309859,0.9640287769784173,0.9970520799213888,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity, area error, worst compactness, worst texture, mean texture, mean compactness"
1,RF,20,Logistic Regression,0.9649122807017544,1.0,0.9436619718309859,0.9710144927536232,0.9993449066491975,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error, worst concavity, mean texture, worst texture, radius error, worst compactness, mean compactness, worst smoothness, perimeter error, mean smoothness, worst symmetry"
1,RF,20,Random Forest,0.9649122807017544,1.0,0.9436619718309859,0.9710144927536232,0.9983622666229938,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error, worst concavity, mean texture, worst texture, radius error, worst compactness, mean compactness, worst smoothness, perimeter error, mean smoothness, worst symmetry"
1,RF,20,XGBoost,0.9736842105263158,0.9857142857142858,0.971830985915493,0.9787234042553191,0.9980347199475925,"worst area, worst concave points, mean concave points, worst perimeter, worst radius, mean perimeter, mean radius, mean area, mean concavity, area error, worst concavity, mean texture, worst texture, radius error, worst compactness, mean compactness, worst smoothness, perimeter error, mean smoothness, worst symmetry"
1,RF + DODA,20,Logistic Regression,0.9649122807017544,1.0,0.9436619718309859,0.9710144927536232,0.9993449066491975,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity, area error, worst compactness, worst texture, mean texture, mean compactness, radius error, worst smoothness, perimeter error, worst symmetry, mean smoothness"
1,RF + DODA,20,Random Forest,0.9649122807017544,1.0,0.9436619718309859,0.9710144927536232,0.998689813298395,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity, area error, worst compactness, worst texture, mean texture, mean compactness, radius error, worst smoothness, perimeter error, worst symmetry, mean smoothness"
1,RF + DODA,20,XGBoost,0.9736842105263158,0.9857142857142858,0.971830985915493,0.9787234042553191,0.9983622666229938,"worst area, worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean radius, mean area, worst concavity, mean concavity, area error, worst compactness, worst texture, mean texture, mean compactness, radius error, worst smoothness, perimeter error, worst symmetry, mean smoothness"
2,RF,5,Logistic Regression,0.9210526315789473,0.918918918918919,0.9577464788732394,0.9379310344827586,0.9777268260727154,"worst area, worst concave points, worst perimeter, mean concave points, mean perimeter"
2,RF,5,Random Forest,0.9122807017543859,0.9066666666666666,0.9577464788732394,0.9315068493150684,0.9695381591876842,"worst area, worst concave points, worst perimeter, mean concave points, mean perimeter"
