Fold,Method,Top_K,Model,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
2,mRMR,20,XGBoost,0.956140350877193,0.9459459459459459,0.9859154929577465,0.9655172413793104,0.9895185063871601,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, worst concavity, mean radius, mean concavity, mean area, worst compactness, mean compactness, worst texture, radius error, worst symmetry, perimeter error, area error, worst smoothness, mean texture, concave points error"
3,mRMR,20,Logistic Regression,0.9824561403508771,0.972972972972973,1.0,0.9863013698630136,0.9854497354497354,"worst perimeter, worst concave points, worst radius, mean concave points, mean perimeter, worst area, mean radius, mean area, mean concavity, worst concavity, worst compactness, worst texture, radius error, mean compactness, perimeter error, area error, worst symmetry, worst smoothness, mean texture, concave points error"
3,mRMR,20,Random Forest,0.9649122807017544,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.9857804232804233,"worst perimeter, worst concave points, worst radius, mean concave points, mean perimeter, worst area, mean radius, mean area, mean concavity, worst concavity, worst compactness, worst texture, radius error, mean compactness, perimeter error, area error, worst symmetry, worst smoothness, mean texture, concave points error"
3,mRMR,20,XGBoost,0.956140350877193,0.9466666666666667,0.9861111111111112,0.9659863945578231,0.9877645502645502,"worst perimeter, worst concave points, worst radius, mean concave points, mean perimeter, worst area, mean radius, mean area, mean concavity, worst concavity, worst compactness, worst texture, radius error, mean compactness, perimeter error, area error, worst symmetry, worst smoothness, mean texture, concave points error"
4,mRMR,20,Logistic Regression,0.9736842105263158,1.0,0.9583333333333334,0.9787234042553191,0.9996693121693121,"worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean concavity, mean radius, worst area, worst concavity, mean area, worst compactness, mean compactness, radius error, worst texture, perimeter error, area error, worst symmetry, worst smoothness, mean texture, concave points error"
4,mRMR,20,Random Forest,0.9473684210526315,1.0,0.9166666666666666,0.9565217391304348,0.9955357142857144,"worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean concavity, mean radius, worst area, worst concavity, mean area, worst compactness, mean compactness, radius error, worst texture, perimeter error, area error, worst symmetry, worst smoothness, mean texture, concave points error"
4,mRMR,20,XGBoost,0.9473684210526315,1.0,0.9166666666666666,0.9565217391304348,0.9986772486772486,"worst concave points, worst perimeter, mean concave points, worst radius, mean perimeter, mean concavity, mean radius, worst area, worst concavity, mean area, worst compactness, mean compactness, radius error, worst texture, perimeter error, area error, worst symmetry, worst smoothness, mean texture, concave points error"
5,mRMR,20,Logistic Regression,0.9911504424778761,0.9861111111111112,1.0,0.993006993006993,0.9986586183769282,"worst concave points, worst perimeter, mean concave points, worst radius, worst area, mean perimeter, mean concavity, mean radius, worst concavity, mean area, worst compactness, mean compactness, worst texture, radius error, area error, worst smoothness, perimeter error, worst symmetry, mean texture, concave points error"
5,mRMR,20,Random Forest,0.9734513274336283,0.9722222222222222,0.9859154929577465,0.9790209790209791,0.9914486921529175,"worst concave points, worst perimeter, mean concave points, worst radius, worst area, mean perimeter, mean concavity, mean radius, worst concavity, mean area, worst compactness, mean compactness, worst texture, radius error, area error, worst smoothness, perimeter error, worst symmetry, mean texture, concave points error"
5,mRMR,20,XGBoost,0.9646017699115044,0.971830985915493,0.971830985915493,0.971830985915493,0.9902749832327298,"worst concave points, worst perimeter, mean concave points, worst radius, worst area, mean perimeter, mean concavity, mean radius, worst concavity, mean area, worst compactness, mean compactness, worst texture, radius error, area error, worst smoothness, perimeter error, worst symmetry, mean texture, concave points error"
